emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest,income_group,loan_to_income,credit_utilization_rate,debt_burden
10,PA,MORTGAGE,26.62,75000.0,16,302450,80598,26000,14000,10.9,457.68,B,12999.42,317.36,High,0.19,0.27,26.89
10,OR,MORTGAGE,11.22,68000.0,10,324652,24577,20000,4000,9.93,128.94,B,0.0,35.59,Low,0.06,0.08,11.3
10,MI,MORTGAGE,10.47,140000.0,15,534435,26373,9750,21000,9.93,676.93,B,18963.53,648.08,High,0.15,0.05,10.52
10,IN,MORTGAGE,5.34,170000.0,16,149620,31679,12700,9000,9.44,288.05,B,7896.82,332.35,High,0.05,0.21,5.55
3,NJ,RENT,24.68,60000.0,9,76192,44306,32000,20000,9.92,644.6,B,18550.28,462.04,Low,0.33,0.58,25.26
2,TN,MORTGAGE,20.42,55000.0,9,218445,71836,5000,15000,10.42,486.98,B,13554.39,484.94,Low,0.27,0.33,20.75
1,FL,MORTGAGE,6.56,40000.0,4,11700,5979,11700,6000,9.92,193.38,B,5565.08,141.91,Low,0.15,0.51,7.07
4,CA,MORTGAGE,3.96,60000.0,20,331900,10703,71500,15000,9.44,480.08,B,13160.89,541.62,Low,0.25,0.03,3.99
4,NJ,MORTGAGE,21.22,139500.0,13,519231,252708,62000,24000,9.43,768.01,B,21654.89,646.88,High,0.17,0.49,21.71
1,OH,MORTGAGE,15.8,80000.0,11,221808,43234,16600,20000,10.42,429.09,B,19227.06,491.17,High,0.25,0.19,15.99
3,NY,RENT,17.08,109000.0,28,182562,112701,62900,22000,10.9,477.24,B,21442.67,383.83,High,0.2,0.62,17.7
7,FL,MORTGAGE,19.73,92000.0,23,933372,64417,50700,15000,10.91,325.47,B,14233.24,526.03,High,0.16,0.07,19.8
10,OH,OWN,21.01,75000.0,21,189125,41593,22200,17000,10.9,368.78,B,16351.05,447.1,High,0.23,0.22,21.23
5,CA,MORTGAGE,21.27,85000.0,22,365818,53521,73000,30000,10.42,973.95,B,26370.26,1196.59,High,0.35,0.15,21.42
2,FL,OWN,11.36,175000.0,15,79572,39704,41200,40000,10.91,1307.85,B,36171.45,1378.61,High,0.23,0.5,11.86
3,FL,MORTGAGE,9.99,25000.0,6,61201,3747,13500,8500,9.92,273.96,B,7883.85,201.05,Low,0.34,0.06,10.05
1,NJ,RENT,41.44,19000.0,8,42784,22378,20100,20000,9.44,640.1,B,18046.03,585.45,Low,1.05,0.52,41.96
7,AZ,MORTGAGE,10.71,98000.0,5,94449,42682,30000,28500,9.44,597.72,B,26602.78,1076.43,High,0.29,0.45,11.16
3,WV,MORTGAGE,35.16,40000.0,6,104753,74328,24000,2000,10.42,64.93,B,1807.25,65.81,Low,0.05,0.71,35.87
10,CT,OWN,20.45,83000.0,16,82595,50499,25200,20000,10.91,653.93,B,17596.2,865.86,High,0.24,0.61,21.06
5,MO,OWN,19.26,68000.0,29,309164,102765,41400,16000,9.43,512.01,B,14832.04,351.31,Low,0.24,0.33,19.59
2,IN,MORTGAGE,9.84,99000.0,7,122869,69197,2500,6000,10.91,196.18,B,5278.86,256.12,High,0.06,0.56,10.4
8,GA,RENT,4.23,107000.0,27,264370,34961,32900,36000,9.93,1160.44,B,32506.78,1029.38,High,0.34,0.13,4.36
7,GA,MORTGAGE,28.85,94000.0,18,472292,176525,14000,8400,10.9,274.61,B,7799.65,218.39,High,0.09,0.37,29.22
10,GA,MORTGAGE,38.69,59000.0,25,316617,79627,58800,20000,9.92,644.6,B,18550.28,462.04,Low,0.34,0.25,38.94
4,TX,MORTGAGE,13.7,29250.0,12,170300,12071,21800,18000,9.43,576.01,B,16686.05,404.65,Low,0.62,0.07,13.77
1,NJ,RENT,24.66,40000.0,24,70600,48363,29800,8000,9.93,257.88,B,7420.19,189.42,Low,0.2,0.69,25.35
6,VA,MORTGAGE,4.99,76000.0,9,300580,3850,25500,40000,9.44,838.91,B,37337.22,1510.79,High,0.53,0.01,5.0
8,MI,MORTGAGE,9.62,180000.0,5,365056,105380,51700,32000,9.43,670.97,B,30731.57,727.72,High,0.18,0.29,9.91
4,NJ,RENT,16.06,75000.0,10,46334,34302,2500,3200,11.98,106.26,B,2974.83,91.48,High,0.04,0.74,16.8
3,CT,RENT,20.82,66000.0,11,91887,53413,36800,12800,10.91,418.52,B,11574.83,433.39,Low,0.19,0.58,21.4
10,MD,MORTGAGE,20.35,90000.0,9,434616,57303,40200,25000,9.43,524.2,B,24009.03,568.53,High,0.28,0.13,20.48
10,AZ,RENT,8.95,65000.0,3,20907,7076,1500,12000,10.42,389.58,B,10843.53,394.9,Low,0.18,0.34,9.29
10,MD,MORTGAGE,15.84,70000.0,8,251010,26178,8000,15500,9.44,496.08,B,13599.6,571.87,Low,0.22,0.1,15.94
4,FL,RENT,34.73,32000.0,12,67084,24522,27300,10500,10.41,340.84,B,9744.22,260.67,Low,0.33,0.37,35.1
10,NV,MORTGAGE,11.18,70000.0,10,196499,29963,0,20000,9.92,424.16,B,0.0,6.34,Low,0.29,0.15,11.33
10,OH,OWN,7.7,100000.0,8,31381,11601,10900,40000,9.43,1280.01,B,38061.06,579.17,High,0.4,0.37,8.07
10,SC,MORTGAGE,26.43,129600.0,16,265951,100711,67500,14400,9.44,460.88,B,12634.44,531.29,High,0.11,0.38,26.81
10,AZ,RENT,5.73,86500.0,11,16900,9014,10900,7500,10.42,243.49,B,6777.19,242.47,High,0.09,0.53,6.26
10,CO,MORTGAGE,16.32,70000.0,11,311720,27031,14900,20000,9.44,640.1,B,17547.89,727.41,Low,0.29,0.09,16.41
6,IN,OWN,0.67,82000.0,4,16400,1315,14500,10000,10.9,326.92,B,9285.29,253.94,High,0.12,0.08,0.75
2,CA,RENT,3.27,100000.0,12,444300,26583,90800,25000,9.93,530.32,B,23355.79,979.81,High,0.25,0.06,3.33
5,FL,MORTGAGE,32.86,33500.0,16,115494,37184,39000,10000,9.44,320.05,B,8773.94,368.95,Low,0.3,0.32,33.18
10,NV,OWN,29.31,143000.0,12,677151,116640,121200,20000,10.42,649.3,B,0.0,479.63,High,0.14,0.17,29.48
6,MI,MORTGAGE,21.33,31000.0,9,47294,24234,22000,2000,11.98,66.41,B,1906.65,38.14,Low,0.06,0.51,21.84
10,WI,MORTGAGE,15.28,78000.0,9,121585,10977,1000,14000,10.9,303.7,B,13465.57,317.33,High,0.18,0.09,15.37
5,CO,MORTGAGE,11.19,75000.0,16,295876,40396,55000,13000,9.93,275.77,B,12491.65,311.79,High,0.17,0.14,11.33
1,CA,RENT,25.05,54800.0,4,89188,58185,38500,6000,9.92,193.38,B,5565.08,138.61,Low,0.11,0.65,25.7
0,AZ,MORTGAGE,13.2,34000.0,8,153531,8983,1500,12000,10.91,392.36,B,10557.71,501.33,Low,0.35,0.06,13.26
10,IL,MORTGAGE,6.65,35000.0,8,151230,4536,4500,4500,9.44,144.03,B,3948.24,166.03,Low,0.13,0.03,6.68
9,CA,MORTGAGE,20.51,54000.0,7,336575,37169,15300,10000,9.44,320.05,B,9023.01,290.1,Low,0.19,0.11,20.62
5,CT,MORTGAGE,17.75,52000.0,7,41537,16079,12700,6300,9.44,201.64,B,5684.46,187.72,Low,0.12,0.39,18.14
0,TX,MORTGAGE,4.56,185000.0,7,191930,15356,10100,10000,10.91,326.97,B,9285.38,254.17,High,0.05,0.08,4.64
5,OH,RENT,6.84,138000.0,14,49041,32424,14500,3000,10.42,97.4,B,2637.0,122.26,High,0.02,0.66,7.5
4,TX,RENT,21.77,42000.0,5,63951,40181,9300,15500,10.42,332.55,B,14698.84,511.09,Low,0.37,0.63,22.4
1,NY,RENT,5.39,75000.0,5,36400,11435,32800,12000,10.9,392.3,B,11142.36,311.99,High,0.16,0.31,5.7
9,GA,MORTGAGE,8.83,235000.0,7,497540,70167,25500,40000,10.91,1307.85,B,35192.45,1719.59,High,0.17,0.14,8.97
6,OH,RENT,28.84,30000.0,11,63276,24888,22900,6000,9.93,193.41,B,5269.21,232.95,Low,0.2,0.39,29.23
1,NY,RENT,11.3,80000.0,13,55501,35880,13000,8400,9.44,268.85,B,7579.3,250.29,High,0.1,0.65,11.95
4,TX,MORTGAGE,15.84,85000.0,10,120964,53665,57500,6500,10.41,211.0,B,6032.13,157.61,High,0.08,0.44,16.28
6,MD,MORTGAGE,15.33,67000.0,10,266020,52114,36000,13425,10.9,291.23,B,12912.51,353.07,Low,0.2,0.2,15.53
10,OH,MORTGAGE,15.32,122000.0,5,113837,45337,15800,40000,9.44,838.91,B,37337.22,1510.79,High,0.33,0.4,15.72
10,VA,MORTGAGE,27.29,110000.0,35,486840,106502,59900,35000,10.91,759.42,B,33210.94,1227.41,High,0.32,0.22,27.51
10,AL,MORTGAGE,34.21,44000.0,9,111092,41962,17500,10000,11.99,332.1,B,6347.65,334.33,Low,0.23,0.38,34.59
10,CA,OWN,0.69,255000.0,3,234000,14676,29000,13500,9.44,432.07,B,12181.06,402.26,High,0.05,0.06,0.75
10,TN,MORTGAGE,18.55,68000.0,7,221732,55468,19000,10000,9.44,320.05,B,9023.01,297.97,Low,0.15,0.25,18.8
8,CT,RENT,8.55,81000.0,14,49800,17375,34000,40000,9.92,1289.19,B,37100.59,946.12,High,0.49,0.35,8.9
2,CA,MORTGAGE,9.26,70000.0,12,478577,11771,18400,12000,9.44,251.68,B,11524.44,273.19,Low,0.17,0.02,9.28
10,MN,MORTGAGE,0.54,75000.0,7,253569,42,35100,24000,10.42,514.91,B,22440.6,980.42,High,0.32,0.0,0.54
5,NJ,MORTGAGE,18.39,80000.0,14,531782,81876,18200,14000,9.44,293.62,B,13068.02,528.78,High,0.18,0.15,18.54
6,CA,OWN,23.19,37000.0,6,236693,50175,3700,5000,11.99,166.05,B,4407.82,211.52,Low,0.14,0.21,23.4
10,AR,OWN,19.84,34000.0,5,42891,31131,19200,11850,9.43,248.47,B,11512.75,178.48,Low,0.35,0.73,20.57
8,NY,MORTGAGE,2.91,70000.0,12,13100,2718,11400,5000,10.41,162.31,B,4518.03,161.49,Low,0.07,0.21,3.12
4,CA,RENT,28.02,60000.0,9,78279,50398,11500,11200,10.41,363.56,B,10393.84,293.16,Low,0.19,0.64,28.66
10,OH,MORTGAGE,29.78,95000.0,12,395500,96953,35000,10050,11.99,333.76,B,9102.54,370.84,High,0.11,0.25,30.03
10,PA,OWN,28.6,56000.0,36,163059,32750,104000,9000,9.43,288.01,B,8343.01,202.32,Low,0.16,0.2,28.8
10,CA,RENT,9.4,65000.0,9,41600,19003,29400,35000,11.99,1162.34,B,30854.83,1643.22,Low,0.54,0.46,9.86
6,NJ,MORTGAGE,28.62,85410.0,15,382173,48991,12400,7000,10.9,228.84,B,6499.71,177.75,High,0.08,0.13,28.75
10,MN,MORTGAGE,16.9,62000.0,12,149627,32471,13500,15000,10.41,486.91,B,13920.33,372.38,Low,0.24,0.22,17.12
10,CA,OWN,10.68,150000.0,10,579000,31013,37100,2800,9.44,89.62,B,2456.67,101.83,High,0.02,0.05,10.73
10,MI,RENT,23.5,70000.0,23,78903,33453,12300,21000,9.92,676.83,B,19477.8,485.14,Low,0.3,0.42,23.92
6,CA,MORTGAGE,11.83,144000.0,9,496053,45152,43700,28000,11.98,622.57,B,26960.58,809.65,High,0.19,0.09,11.92
4,NY,RENT,17.39,67000.0,15,79982,72589,4700,16800,10.91,549.3,B,14780.82,717.14,Low,0.25,0.91,18.3
10,TX,MORTGAGE,28.46,80000.0,10,337526,44979,30200,15000,9.43,314.52,B,14405.42,341.12,High,0.19,0.13,28.59
3,VA,RENT,15.74,72500.0,17,96881,23632,42000,1500,9.44,48.01,B,1353.44,43.91,High,0.02,0.24,15.98
10,OH,MORTGAGE,31.87,86000.0,9,253098,207326,14200,10000,9.92,322.3,B,9275.14,236.53,High,0.12,0.82,32.69
0,CO,MORTGAGE,11.64,132000.0,9,536028,76603,33000,24000,9.93,509.11,B,19871.58,903.89,High,0.18,0.14,11.78
10,AL,MORTGAGE,49.84,72000.0,19,373455,108713,30600,40000,11.99,889.58,B,38010.78,1715.65,High,0.56,0.29,50.13
10,TX,OWN,14.0,43200.0,5,18871,9935,4500,5000,11.99,166.05,B,0.0,111.3,Low,0.12,0.53,14.53
0,CA,RENT,7.07,108407.0,3,44086,26925,3300,40000,9.92,848.31,B,38434.2,957.09,High,0.37,0.61,7.68
10,NV,RENT,4.05,103000.0,2,16700,14725,16700,11000,10.91,359.66,B,9677.92,462.89,High,0.11,0.88,4.93
10,CA,RENT,7.68,90000.0,5,26832,14997,8800,7000,9.44,224.04,B,6142.28,258.81,High,0.08,0.56,8.24
2,OK,RENT,9.63,50000.0,5,26708,18013,7700,3200,10.42,103.89,B,2812.82,130.42,Low,0.06,0.67,10.3
10,NC,OWN,2.01,55000.0,5,26600,1012,26600,20000,11.99,444.79,B,18750.5,961.13,Low,0.36,0.04,2.05
10,FL,MORTGAGE,10.7,91100.0,9,277300,27359,17400,20000,11.99,444.79,B,19005.39,771.23,High,0.22,0.1,10.8
3,AZ,MORTGAGE,27.39,50320.0,10,143396,38728,44700,6000,11.98,199.23,B,5577.82,171.52,Low,0.12,0.27,27.66
2,TX,MORTGAGE,13.4,125000.0,9,312418,53841,36100,28000,9.44,587.24,B,26136.03,947.42,High,0.22,0.17,13.57
10,OH,OWN,16.05,35000.0,8,28900,19011,20700,14000,10.91,457.75,B,11837.49,581.55,Low,0.4,0.66,16.71
10,GA,OWN,26.88,30000.0,7,44464,21820,18700,5000,9.44,160.03,B,4386.95,184.48,Low,0.17,0.49,27.37
10,CA,MORTGAGE,12.33,190000.0,13,1049446,266631,25100,10000,10.9,216.93,B,9618.26,262.99,High,0.05,0.25,12.58
5,MN,MORTGAGE,25.74,75000.0,7,232987,59146,2000,12000,10.9,392.3,B,11142.36,304.73,High,0.16,0.25,25.99
10,CA,MORTGAGE,18.28,55000.0,14,217056,37976,20700,4000,9.44,128.02,B,3509.58,145.48,Low,0.07,0.17,18.45
5,OH,RENT,62.57,17000.0,10,45917,17475,17300,3000,10.9,98.08,B,2785.57,77.99,Low,0.18,0.38,62.95
0,MA,RENT,10.28,58000.0,6,78058,52929,26100,10000,9.93,322.35,B,9275.24,236.77,Low,0.17,0.68,10.96
2,OH,RENT,20.11,45000.0,7,38891,22268,8500,6000,9.93,193.41,B,5269.21,232.95,Low,0.13,0.57,20.68
0,GA,RENT,20.89,45000.0,5,68100,53631,28300,19000,9.43,608.01,B,17613.05,427.13,Low,0.42,0.79,21.68
1,CA,RENT,1.12,95000.0,13,37200,5893,7800,40000,10.42,858.18,B,37407.68,1675.42,High,0.42,0.16,1.28
3,TX,MORTGAGE,19.77,76000.0,11,290148,46293,29200,30000,10.9,980.75,B,27855.89,761.81,High,0.39,0.16,19.93
10,MI,RENT,15.23,84000.0,13,74900,24189,50700,30000,9.93,967.03,B,27825.77,710.31,High,0.36,0.32,15.55
10,FL,MORTGAGE,40.52,34000.0,12,379558,46372,5900,5000,11.99,166.05,B,4407.83,234.75,Low,0.15,0.12,40.64
10,LA,MORTGAGE,36.6,50220.0,9,106107,68410,27500,35000,10.42,1136.27,B,31626.97,1151.79,Low,0.7,0.64,37.24
4,TX,MORTGAGE,20.22,114000.0,15,98351,64066,55900,18000,10.9,588.45,B,16713.54,440.74,High,0.16,0.65,20.87
5,FL,OWN,14.0,60000.0,12,46151,19872,30250,16000,9.93,515.75,B,14051.26,612.36,Low,0.27,0.43,14.43
10,MS,MORTGAGE,8.67,170000.0,9,323047,39730,17500,30000,10.42,973.95,B,27108.81,969.88,High,0.18,0.12,8.79
3,NY,RENT,1.0,30000.0,3,24433,24620,1000,4000,10.9,130.77,B,3556.59,65.71,Low,0.13,1.01,2.01
10,GA,OWN,26.4,65000.0,10,381462,46394,42700,18000,9.44,377.51,B,16801.75,679.86,Low,0.28,0.12,26.52
1,MN,MORTGAGE,8.36,100000.0,11,270983,85554,45100,40000,9.93,848.51,B,37369.27,1589.75,High,0.4,0.32,8.68
5,MI,MORTGAGE,18.04,60000.0,25,319089,64907,79900,28000,9.44,587.24,B,26514.69,834.28,Low,0.47,0.2,18.24
4,GA,RENT,12.84,83000.0,8,124408,83737,3000,10000,9.93,212.13,B,9342.3,397.43,High,0.12,0.67,13.51
10,TX,MORTGAGE,22.2,85000.0,17,583646,71578,154800,40000,9.93,848.51,B,37904.12,1276.09,High,0.47,0.12,22.32
2,FL,MORTGAGE,17.28,100000.0,10,335039,64218,28500,18000,9.93,580.22,B,15807.67,698.84,High,0.18,0.19,17.47
10,RI,RENT,11.06,155000.0,21,224673,79589,70500,20000,9.44,419.46,B,18939.06,653.61,High,0.13,0.35,11.41
10,CA,MORTGAGE,26.39,240000.0,28,637272,90312,46800,19200,9.43,614.41,B,17798.45,493.35,High,0.08,0.14,26.53
7,KY,OWN,10.07,99000.0,9,51900,33756,50900,40000,9.92,1289.19,B,37100.59,924.07,High,0.4,0.65,10.72
10,NY,MORTGAGE,20.78,99000.0,13,415771,57617,20700,30000,9.93,636.38,B,28825.95,800.22,High,0.3,0.14,20.92
9,CA,RENT,13.06,68000.0,6,44257,33488,17900,13000,10.91,425.05,B,11755.73,448.05,Low,0.19,0.76,13.82
2,NY,OWN,29.52,30000.0,11,60883,31896,20400,10000,9.93,322.35,B,8782.01,382.73,Low,0.33,0.52,30.04
6,TX,RENT,34.01,140000.0,15,206586,134951,53110,35000,10.42,1136.27,B,31626.97,1151.79,High,0.25,0.65,34.66
10,CA,RENT,14.21,91380.0,13,53769,15083,11500,20000,10.41,649.21,B,18560.45,496.51,High,0.22,0.28,14.49
10,NY,MORTGAGE,28.21,110000.0,15,379365,85359,73900,27650,10.42,593.22,B,0.0,569.88,High,0.25,0.23,28.44
0,FL,RENT,46.29,45000.0,14,127762,99634,10300,25050,9.92,531.26,B,24069.4,599.37,Low,0.56,0.78,47.07
2,TX,RENT,1.15,26000.0,3,1700,201,0,4800,9.93,154.73,B,4684.99,42.07,Low,0.18,0.12,1.27
10,NC,MORTGAGE,28.02,44500.0,10,308271,32220,19000,3200,9.43,102.41,B,2966.38,70.26,Low,0.07,0.1,28.12
10,VA,RENT,16.1,60000.0,13,56278,16417,16000,20000,10.41,428.99,B,19226.86,490.7,Low,0.33,0.29,16.39
10,CA,RENT,8.94,65000.0,7,38926,8453,27900,15000,9.43,314.52,B,14405.42,341.12,Low,0.23,0.22,9.16
10,CA,RENT,16.77,40000.0,15,42500,15079,21200,20000,10.41,649.21,B,18560.45,496.51,Low,0.5,0.35,17.12
1,NC,MORTGAGE,1.45,66000.0,5,108537,857,2800,9600,9.44,307.25,B,8899.33,216.05,Low,0.15,0.01,1.46
10,AR,MORTGAGE,21.51,104000.0,16,338785,96986,26300,33000,10.42,1071.34,B,29007.31,1325.8,High,0.32,0.29,21.8
9,AL,OWN,2.55,90000.0,9,8100,2258,2800,2000,9.92,64.46,B,0.0,20.81,High,0.02,0.28,2.83
7,FL,RENT,16.2,42000.0,4,37208,29670,3700,12000,9.93,386.82,B,10835.57,369.61,Low,0.29,0.8,17.0
1,CO,RENT,31.17,36000.0,12,59584,44961,19200,9000,9.93,290.11,B,8126.69,284.66,Low,0.25,0.75,31.92
2,RI,RENT,16.07,95000.0,12,132668,86894,39800,16000,9.92,515.68,B,14840.23,378.45,High,0.17,0.65,16.72
10,MN,MORTGAGE,23.09,148692.0,20,361998,102370,112040,35000,10.42,750.91,B,32725.88,1460.17,High,0.24,0.28,23.37
10,CA,MORTGAGE,18.0,89400.0,22,609171,40566,32200,20000,10.42,429.09,B,18700.51,834.38,High,0.22,0.07,18.07
10,MN,OWN,24.63,55000.0,14,101300,39371,69100,20000,9.93,424.26,B,18684.61,783.84,Low,0.36,0.39,25.02
5,IN,MORTGAGE,36.38,32000.0,12,187795,52349,30200,3500,11.99,116.24,B,3085.45,161.99,Low,0.11,0.28,36.66
5,OR,RENT,26.85,100000.0,17,218561,120611,113600,25000,10.42,536.36,B,23706.16,837.13,High,0.25,0.55,27.4
6,AZ,MORTGAGE,12.12,80000.0,11,290397,35466,33700,20000,10.42,649.3,B,17580.17,815.09,High,0.25,0.12,12.24
1,MO,RENT,8.61,70000.0,8,198131,198478,10300,30000,10.9,980.75,B,27855.89,779.97,Low,0.43,1.0,9.61
7,NV,MORTGAGE,10.04,96000.0,7,339425,35212,23200,14000,9.43,448.01,B,12978.03,314.73,High,0.15,0.1,10.14
1,CA,RENT,8.15,73000.0,6,28300,19943,20800,2500,10.42,81.17,B,2197.48,99.71,High,0.03,0.7,8.85
6,NY,RENT,8.74,120000.0,12,67700,21520,50400,40000,11.99,889.58,B,38515.53,1157.63,High,0.33,0.32,9.06
3,CA,RENT,23.4,50000.0,9,57680,30252,13500,9600,10.42,311.67,B,8674.79,346.86,Low,0.19,0.52,23.92
10,FL,MORTGAGE,20.84,80000.0,16,462077,71240,36500,40000,9.93,848.51,B,37369.27,1567.69,High,0.5,0.15,20.99
10,MI,RENT,24.05,50000.0,14,72740,43490,19600,10000,11.99,332.1,B,9057.25,378.99,Low,0.2,0.6,24.65
5,DC,RENT,34.91,187000.0,22,330513,212441,91500,10000,11.98,332.05,B,9533.25,184.04,High,0.05,0.64,35.55
2,TN,MORTGAGE,18.81,92600.0,13,286929,76187,38400,40000,10.91,1307.85,B,34204.56,1821.34,High,0.43,0.27,19.08
10,TN,MORTGAGE,16.08,121000.0,13,284707,60574,39500,30000,9.92,636.24,B,28825.63,717.82,High,0.25,0.21,16.29
0,WI,MORTGAGE,29.54,105000.0,15,444210,123980,36200,35000,10.9,759.25,B,33663.94,920.5,High,0.33,0.28,29.82
10,CA,MORTGAGE,20.52,82500.0,10,99200,40326,37400,7500,9.92,241.73,B,6956.34,173.26,High,0.09,0.41,20.93
10,NY,MORTGAGE,6.37,65000.0,10,363600,8868,12600,22900,10.91,748.75,B,20708.13,789.25,Low,0.35,0.02,6.39
10,CA,OWN,4.22,120000.0,8,169700,10468,11900,15000,9.93,483.52,B,13249.38,465.18,High,0.12,0.06,4.28
10,AZ,MORTGAGE,39.8,55000.0,12,265748,80043,8600,2000,9.93,64.47,B,1805.93,61.05,Low,0.04,0.3,40.1
5,GA,MORTGAGE,27.48,57000.0,10,224044,31210,51500,28000,9.43,587.1,B,27262.98,407.84,Low,0.49,0.14,27.62
10,TX,MORTGAGE,23.2,165000.0,24,344633,70804,41700,25000,11.99,555.99,B,23438.11,1201.41,High,0.15,0.21,23.41
1,CO,MORTGAGE,12.76,62400.0,8,274471,11264,12500,1300,11.98,43.17,B,0.0,9.08,Low,0.02,0.04,12.8
3,CO,RENT,13.56,114000.0,15,162360,177276,10000,25000,11.99,555.99,B,23756.73,947.38,High,0.22,1.09,14.65
10,CA,RENT,19.89,37000.0,8,33650,13597,11000,8400,11.99,278.97,B,7405.12,394.37,Low,0.23,0.4,20.29
1,MA,RENT,7.62,57000.0,13,47250,22352,19600,10500,10.42,340.88,B,9229.6,427.92,Low,0.18,0.47,8.09
0,TX,RENT,17.42,35000.0,11,106233,34328,69900,13000,9.44,272.65,B,12310.38,387.34,Low,0.37,0.32,17.74
10,MD,MORTGAGE,12.6,116365.0,11,483332,37067,23900,40000,9.44,838.91,B,37337.22,1479.33,High,0.34,0.08,12.68
3,MA,RENT,23.05,43000.0,10,56231,32443,29700,10000,10.42,324.65,B,9280.34,248.5,Low,0.23,0.58,23.63
8,NY,MORTGAGE,27.74,32000.0,8,158370,35704,20300,8475,10.9,277.06,B,8073.03,141.89,Low,0.26,0.23,27.97
7,WA,RENT,22.77,45000.0,7,69600,19488,39800,15000,10.9,325.39,B,14427.41,385.41,Low,0.33,0.28,23.05
0,UT,MORTGAGE,11.99,110000.0,9,407900,58457,42000,35000,11.99,1162.34,B,0.0,1347.6,High,0.32,0.14,12.13
10,MD,RENT,17.36,65000.0,14,63968,31198,33800,8000,10.42,259.72,B,7032.07,326.04,Low,0.12,0.49,17.85
2,WA,RENT,23.34,42000.0,9,48364,31546,12900,9000,11.98,298.85,B,8366.72,257.28,Low,0.21,0.65,23.99
10,MA,MORTGAGE,25.57,110000.0,22,519625,218737,81000,25000,11.99,555.99,B,23756.72,1004.85,High,0.23,0.42,25.99
10,IL,MORTGAGE,5.66,110000.0,19,341794,22281,13500,24000,10.9,520.63,B,23391.99,418.72,High,0.22,0.07,5.73
4,GA,MORTGAGE,8.98,35000.0,8,232600,17474,3600,3025,9.43,96.81,B,1789.17,53.02,Low,0.09,0.08,9.06
4,PA,OWN,11.44,43000.0,9,67803,23661,31000,16000,10.42,343.27,B,14498.52,655.61,Low,0.37,0.35,11.79
10,IN,MORTGAGE,22.05,65000.0,9,246682,72518,9000,5500,10.9,179.81,B,5106.89,128.01,Low,0.08,0.29,22.34
6,NY,RENT,25.7,80000.0,23,83126,57558,31350,1600,10.42,51.95,B,1406.38,64.28,High,0.02,0.69,26.39
1,IL,RENT,10.13,12000.0,2,26600,3378,2600,1000,11.98,33.21,B,953.31,18.4,Low,0.08,0.13,10.26
10,MS,OWN,11.32,168000.0,6,425003,118048,64000,35000,9.93,742.45,B,33166.09,1087.62,High,0.21,0.28,11.6
10,CA,RENT,11.36,28000.0,10,41049,28534,14700,7000,10.9,228.84,B,6499.71,177.75,Low,0.25,0.7,12.06
10,MI,RENT,2.84,72550.0,6,91400,6455,16200,6000,10.9,196.15,B,5571.17,129.86,High,0.08,0.07,2.91
10,TX,MORTGAGE,15.48,45000.0,15,303968,20648,87800,15000,9.44,480.08,B,13534.5,446.95,Low,0.33,0.07,15.55
10,VA,MORTGAGE,22.35,165000.0,17,375959,150580,26700,20375,9.43,652.01,B,19387.34,380.41,High,0.12,0.4,22.75
1,VA,RENT,4.48,91000.0,5,23100,10498,2000,2200,11.99,73.07,B,1992.56,81.91,High,0.02,0.45,4.93
10,TX,MORTGAGE,37.12,60000.0,8,88941,57089,13000,15000,9.93,483.52,B,13173.04,574.09,Low,0.25,0.64,37.76
9,TX,MORTGAGE,17.27,182000.0,9,144750,109809,16000,40000,10.91,1307.85,B,35192.46,1707.47,High,0.22,0.76,18.03
5,TX,MORTGAGE,15.04,46996.0,6,112112,21705,5000,19350,11.99,642.61,B,17058.3,816.31,Low,0.41,0.19,15.23
10,IL,MORTGAGE,10.66,110000.0,20,80200,27034,41800,36000,11.99,800.62,B,33750.9,1884.12,High,0.33,0.34,11.0
9,MN,MORTGAGE,31.44,40000.0,6,139729,41442,6000,6400,11.99,212.55,B,5796.61,263.38,Low,0.16,0.3,31.74
2,OK,MORTGAGE,83.4,33975.0,15,123279,80391,72900,40000,9.43,1280.01,B,37080.14,878.26,Low,1.18,0.65,84.05
10,CA,RENT,22.98,35000.0,7,44209,27492,15500,11000,11.99,365.31,B,10226.11,307.39,Low,0.31,0.62,23.6
6,GA,MORTGAGE,18.39,110000.0,7,248184,55888,10500,40000,10.42,858.18,B,37929.84,1350.98,High,0.36,0.23,18.62
9,OH,MORTGAGE,14.34,62004.0,12,139768,31967,24500,20000,9.93,644.69,B,18059.32,616.01,Low,0.32,0.23,14.57
3,NC,MORTGAGE,10.95,105000.0,4,162523,24869,19000,7500,9.93,241.76,B,0.0,191.01,High,0.07,0.15,11.1
3,SC,MORTGAGE,469.09,3300.0,15,474197,81424,16800,25000,11.99,830.24,B,22643.18,930.83,Low,7.58,0.17,469.26
2,MN,MORTGAGE,26.18,65000.0,11,361108,23794,15600,20000,11.98,444.69,B,19258.64,579.4,Low,0.31,0.07,26.25
10,FL,MORTGAGE,1.56,43000.0,15,45100,860,35600,40000,9.43,838.71,B,37877.63,1097.77,Low,0.93,0.02,1.58
10,NC,MORTGAGE,17.81,70000.0,8,333854,46577,20700,32000,9.93,1031.5,B,29680.81,775.32,Low,0.46,0.14,17.95
